headline	dominant_emotion
Here’s How Scientists Plan to Watch Supermassive Black Hole Collisions	0
Florida waitress, 19, breaks her back after diving 20 feet off a pier to save a drowning child	0
GLAAD Poll: Young Americans Are Increasingly Uncomfortable With LGBTQ Culture	0
Dayton shooter Connor Betts fired at least 41 rounds in 30 seconds: cops	0
Middlebury College Cancels Speech by Polish Politician-Academic	0
New Hampshire Republicans to Corey Lewandowski: Stay Away From the Senate	0
The Perverse Paradox of the Mueller Report	0
Trump’s Latest Mexico Tariffs Could Cost US Consumers $93 Billion	0
Trump is so abhorrent, even a stellar economy can't save him	0
Kindergarten teacher detained after allegedly poisoning 23 children	0
Prosecutors Detail Computer Hacking Conspiracy Case Against Assange	0
Mom Charges Cougar And Pries Its Jaws Open To Save Son	0
Saudi energy minister says discussed oil markets with Russian counterpart	0
The oldest living western lowland gorilla in a zoo has died at 63	0
Brexit preference ‘first question to ask on first date’	0
North Carolina Man Pleads Guilty to 2015 Murder of 3 Muslim Students	0
Full Mueller report may have 'proof of bad deeds' and must be seen – Democrat	0
‘Stonewall Generation’ Confronts Old Age, Sickness — And Discrimination	0
Delta pilot arrests passenger; plane returns to Puerto Rico	0
North Korean Official Reportedly Purged Seen Back In Public Alongside Kim Jong Un	0
Nigel Farage Makes Trumpian Trouble with His New Brexit Party	0
Labour MPs warn anti-Semitism is becoming 'normal' in the party	0
MSNBC’s Mitchell: None of Trump’s Targets Are Socialists	0
Trump issues Earth Day message without mentioning climate change	0
Long Beach woman killed when stray bullet enters her home	0
Switch to Medicare for All Would Be ‘Complicated and Potentially Disruptive’: CBO	0
Livestream: Leftist Democrats Begin to Eat Their Own, Accelerating the Collapse of the Democratic Party	0
‘Washed-Up Psycho’ and Hollywood Elite Bette Midler Threatens Trump with Murder: “Give Him a Shiv” — Keeps Her Twitter Account	0
Bodycams improperly used in police shooting of woman near Yale	0
Man charged in sword attack murder of Sen. Tester’s nephew gets mistrial	0
Sen. Kennedy Calls The Squad 'The Four Horsewomen Of The Apocalypse'	0
Yes, You Can Get Pregnant When You're Already Pregnant	0
UN: Bosnia moves migrants to area infested with land mines	0
ABC News Poll Shows Support for Abortion Rights Ticking Up	0
State Department Admits Over 30 Security Breaches Related To Clinton Emails	0
The House Ways and Means Committee wants Trump’s tax returns by April 23	0
As Ilhan Omar Said, Trump Is a Fascist — and His Rallies Prove It	0
Planned Parenthood: Democrat Rogers’ Abortion Comments 'Reprehensible' but Distract from Abortion Ban	0
White House Report Hails Tax Cuts Spurring Economic Growth, Warns of Socialism’s Cost	0
‘Three Peaks’: An Avalanche of Family Jealousies, High in the Sky	0
Chicago’s Inspector General Finds the City’s Gang Database Is Riddled With Errors	0
China claims to have 'cracked' low cost production of lithium, political implications could be huge	0
Senators and State Department at Each Other’s Throats	0
Scientists 'alarmed' after 13th dead gray whale washes up in Northern California this year	0
Refugee children praise ISIS, vow to 'crush' apostates, videos from Syrian camps show	0
New Trump Rule Permits Anti-LGBTQ Health Care Discrimination	0
Media Threatens to Dox Microsoft Employee Who Said Execs Are ‘Awarded’ For Discriminating Against White & Asian Men	0
Bloomberg to Coal Workers: You're Fired!	0
This ‘Uncensored’ Right-Wing Facebook Clone Allows Racism but Not Nudity	0
The Latest: Portugal confirms 29 Germans killed on Madeira	0
Female Athlete Claims Retaliation After Fighting Transgender Athlete Policy	0
Peter Thiel: Elizabeth Warren Is Most ‘Dangerous’ 2020 Candidate	0
The Central Park Five, Criminal Justice, and Donald Trump	0
Donald Trump has deranged meltdown after everything goes wrong for him	0
A judge tossed a Chicago suburb’s “assault rifle” ban	0
Tories Threaten to Defect to Farage's Party if Johnson Fails to Deliver Brexit	0
Snipers testify that Navy SEAL Edward Gallagher shot young girl and old man in Iraq	0
Egyptian Monks Face Death For Murdering Abbot	0
Trump insists he cut secret immigration deal with Mexico	0
Here are 5 lies Trump defenders are guaranteed to tell about the Mueller report — and why you shouldn’t believe them	0
Dutch girl was not 'legally euthanised' and died at home	0
Conservative websites resurface 2016 video of Rep. Tlaib confronting Trump	0
AOC Wants To Kill the Department of Homeland Security. Libertarians Have a Plan For That.	0
Lead in Topsoil Produces Kids With Cognitive Problems	0
Barnier dubs Johnson’s Brexit deal terms ‘unacceptable’	0
UN rights chief 'appalled' by conditions in US for migrants	0
Suspected Spies In Iran Could Be Facing Death Penalty: Report	0
Democrat accidentally admits why they're really seeking to impeach President Trump — and it's on	0
Cartel Blockades Bring Mexican Border City near Texas to Standstill	0
The North Pole Continues to Shrink	0
Democratic voters unfazed by 'inappropriate touching' claims against Joe Biden, polls show	0
Alabama Senator to the IRS: Stop Picking on the South	0
Australian Man Takes a Piss in His Backyard, Triggers a Radiation Alert	0
Mark Meadows Erupts over Kellyanne Subpoena	0
At Least 30 Migrant Children Have Been Separated From Their Parents for More Than a Year	0
Don’t Just Condemn the New Zealand Attacks — Politicians and Pundits Must Stop Their Anti-Muslim Rhetoric	0
From embassy to prison: Assange settles in for legal battle	0
US diplomat cites Iran threat over Saudi arms sales	0
Hickenlooper: Give Illegal Immigrants 10-year Visas ‘Immediately’	0
The Trouble Starts If Facebook’s New Currency Succeeds	0
Boris Johnson faces questions of character	0
It's not just Homeland Security: All of government is being bent toward Trump's nationalist whims	0
Warren and Sanders Refuse to Cozy Up to Wall Street Donors	0
Babson To Host 39th Annual Babson College Entrepreneurship Research Conference (BCERC) June 5-8, 2019	0
Jair Bolsonaro’s Brazil Is a Nightmare That Could Get Worse	0
Joe Scarborough to Trump for Calling Him 'Morning Psycho' -- 'Thank You So Much for Watching'	0
Greek PM says may seek sanctions against Turkey in gas row	0
The Angle: Despite Their Recent Success, Abortion Bans Are Extremely Unpopular	0
The Democrats' Dumb War Against Charter Schools	0
Lost Children Archive: Valeria Luiselli's New Novel Bears Witness to the U.S. Immigration Crisis	0
Donald Trump goes berserk about everyone and everything as the impeachment process against him finally begins	0
Meghan McCain presses Steyer on 2020 bid: 'You have not proven that you can inspire people'	0
Bernie Sanders Forced To Admit He Would Raise Taxes On The Middle Class	0
Amir Khan's parents say boxer hasn't spoken them for SIX MONTHS	0
High-Tax Illinois Faces a Progressive Tax Push	0
Alexandria Ocasio-Cortez melts down over NY Times’ ‘glamour shot’ of former Trump aide Hope Hicks	0
Farage Must Not Dictate UK's Future. He Must Be Thwarted	0
Jamie Oliver's restaurant empire lost £29m in one year - £5m more than it made in a DECADE	0
Hong Kong braces for more protests on handover anniversary	0
TIME cover picturing the Buttigieg ‘first family’ is a display of ‘heterosexuality without women’	0
A police chief left her gun in an El Pollo Loco bathroom. Then someone stole it	0
The Controversy Over “Old Town Road” Reveals Problems Beyond Just Race	0
Silver King dies during London wrestling fight	0
Efforts to make buildings greener are not working	0
AOC and Warren Have Some Tough Questions for Mnuchin About Sears’s Collapse	0
It’s the End of the World as They Know It	0
Mexico says tariffs will send tomato prices soaring in US	0
Trump to Congress: It’s None of Your Business if I Break the Law	0
Women voters of color are watching how Democrats respond to attacks on “the Squad”	0
Senate passes $4.5 billion border bill, setting up fight with House	0
Politico: Democrats' DACA Amnesty Stalls amid Political Fear of Migrant Crime	0
'Send her back' chant chills Washington	0
Parents worry more about bullying than anything else	0
Quote of the day: ‘Bill de Blasio regularly says stupid things, but this is literally the stupidest effing thing he’s ever said.’	0
Kevin Costner is disappointed with American politics: 'Shame on us'	0
Planting ‘Billions of Trees’ Isn’t Going to Stop Climate Change	0
Pipeline Opponents Strike Back Against Anti-Protest Laws	0
Trump Throws Gauntlet Down To Media: I Want You To See Detention Centers	0
Booker denies 'swipe' at John Delaney after his campaign sent fundraising email attacking Delaney	0
McCarthy Slams Dems for Passing Minimum Wage Bill	0
Charlottesville residents say ‘ethnic cleansing’ threat proves ongoing danger of white nationalism	0
The Trump Administration Is Planning Mass Video Proceedings for Immigrants in Tents on the Border	0
Del Rio Sector Apprehends 180 Haitian Migrants in One Week	0
Donald Trump Is Mad at the European Central Bank	0
CNN’s Don Lemon: Trump-Era ‘Level of Toxicity,’ and Fears for Safety, Could Force Me to Leave CNN	0
Abortion Debate Shows How Media Deploys Language Gymnastics to Serve Left-Wing Goals	0
Nike Nixes Betsy Ross Themed Shoe After Colin Kaepernick Calls the Design “Offensive” and Carries “Slavery Connotations”	0
Peaceful Conservative Attacked By Leftist Liberal For Asking A Question	0
‘A River Of Blood’: Coordinated Church Bombings Leave More Than 200 Dead In Sri Lanka	0
London minicab driver is critically ill after suffering a heart attack after men attacked his cab	0
Sen. Ron Wyden Demands Answers From DHS and Private Intel Firm Over Spying on Anti-Trump Immigration Protests	0
This Video Reveals The Absurdity of The Russian Witch Hunt	0
GOP Rep: Immigrants Know Trump Is Serious About Border	0
Couple infuriate officials by landing their helicopter in the middle of a California nature reserve	0
In 1 Chart, How Your Taxes Are Spent	0
Matt Hancock pledges to end scandal of pensioners being forced to sell their home to pay for care	0
Watch Ben Rhodes Squirm When Asked If Obama’s WH Was Involved In FBI Investigation Of Trump	0
Nancy Pelosi and Cheri Bustos Continue Dividing Democratic Party, Take New Swipes at Ocasio-Cortez	0
World Cup Fans Chant 'F**k Trump' During Fox News Live Shot	0
New Hampshire Lawmakers Just Overrode the Republican Governor’s Veto and Abolished the Death Penalty	0
Quarter of Brits lose sleep over debt	0
Climber Dies On Everest As Death Toll In Himalayas Reaches 18	0
DeJaun Davis-Correia & Ben Jealous on Billionaire's Pledge to Pay Debt of Morehouse Graduating Class	0
Netflix thinks we won’t notice if it just remakes “A Quiet Place” with different actors and a new title	0
Cops raid Dallas Catholic Diocese after church leaders reportedly 'thwarted' investigation into child sexual abuse	0
The US Has Some of the Worst Gun Violence in the World. Amnesty International Wants the Government to Give Reparations to Victims.	0
Kidney donors are wanted, dead or alive	0
Ex-president's son found not guilty in fatal car accident	0
El Bus TV: News bulletins on the bus in Venezuela	0
Pompeo warns Europe: China 'spreading authoritarian vision' worldwide	0
Charlamagne tha God: 'I Definitely Don't Buy' Elizabeth Warren's Excuse for Ancestry Claim	0
Country star Kenny Rogers dismisses ‘wild misinformation’ about his health	0
McDonald's suspends milkshake sales to prevent weaponization by anti-Farage activists	0
Mitch McConnell doesn't want migrant children at the border to receive humane treatment	0
Six Years After Coup, Egypt’s First Democratically Elected President Dies	0
Political chaos in Israel deals blow to Jared Kushner's peace plan	0
Sanders to Ryan on Medicare for All: 'I wrote the damn bill'	0
Sri Lanka Attacks Highlight Growing Worldwide Persecution Of Christians	0
Huge alligator strolls across South Carolina golf course: He's 'running late for his tee time'	0
Meghan McCain feels like a “caged animal” on “The View,” might not renew her contract	0
The benefit workers want most is less work	0
Dem Rep. Goes On Morning Joe To Complain Media Are 'Agents of the Republican Party'	0
CBS Misleads, Claims DHS Is Not Overwhelmed at the Border	0
Liberal Chelsea Handler admits Trump's election sent her into 'mid-life identity crisis,' forced her to see shrink	0
Brazil’s Supreme Court pushed back against an attempt to cancel participatory councils	0
We're in an Economic War With China	0
Lawyers’ “Billing Judgment … Demonstrates an Extraordinary Dedication to Containment of Cost …”	0
Driver allegedly high on erotic ‘whippets’ when he killed lawyer	0
Michigan Man Allegedly Shot Two Men ‘Because They Were Gay’: Prosecutors	0
COMING SOON: Samantha Power’s Unmasking Campaign Linked to Obama’s Deep Hatred of Israel	0
Violent Storm Batters Italian Beach, Sends Sunbathers Running	0
Truck explodes at Burger King drive-thru in Arkansas	0
Jerry Nadler Was Born to Battle Trump	0
Here’s What You Need to Know About Indonesia’s Massive Elections	0
Acosta Resigns Over Epstein Plea Deal, Says It Isn’t ‘Fair’ to Be ‘the Focus’	0
The Pentagon’s Top Ranks Have Been Empty for a Long Time. Now 1,581 Problems Are Waiting to Be Solved.	0
Europe broils in record heat as U.K. has hottest July day ever	0
Trump advisor leaves high-powered consulting firm after calling House Judiciary Chairman Jerry Nadler ‘a f*cking scumbag’	0
Inspired by ISIS, man planned Nice-style attack in DC area	0
Canadian commentators criticize U.S. team for celebrating World Cup rout	0
Romney to vote against budget deal: Agreement 'perpetuates fiscal recklessness'	0
The UN Human Rights Council’s lousy election	0
Loretta Lynch: I never told Comey to call the Clinton investigation a ‘matter’	0
Trump claims that polls showing him losing are fake	0
CNN host says Trump acting like 'toddler' after 'un-American' comments about opposition research	0
SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Lyft, Inc. - LYFT	0
'My Whole Life Is On Hold': As Walmart Eliminates Greeters, A Dream In Limbo	0
Flint’s ‘food apartheid’ is impeding recovery from water crisis	0
China’s Supply of Minerals for iPhones and Missiles Could Be a Risky Trade Weapon	0
Illegal immigrant, 33, is charged in the shooting death of 28-year-old Oklahoma mother-of-one	0
Armed Militia Detained Hundreds of Migrants in New Mexico	0
Nadler: Trump claim of executive privilege could delay Mueller testimony	0
Man charged with threatening to kill Rep. Ilhan Omar cited her Muslim faith	0
Kemar Roofe razes Derby County to leave Leeds spying play-off final	0
Alabama Congressman Quotes Mein Kampf to Criticize Democrats and the Media	0
Getting Poorer While Working Harder: The “Cliff Effect”	0
The Republican who endorsed impeachment just demolished his party’s embarrassing defense of Trump	0
Photos of Dirt, Death, and Darkness in the Australian Outback	0
A ‘fantasy’: Medieval scholars educate white nationalists on their ‘pure white Europe’ claims	0
EXCLUSIVE: Juanita Broaddrick on Bill Clinton's Jeffrey Epstein Statement: 'Your Denials Are Worthless'	0
‘Talk about taking foreign help’! Rep. Jim Jordan reminds Dems what happened in 2016 (and the Resistance does NOT like it)	0
Egged Australian Senator Censured By Parliament For New Zealand Massacre Comments	0
This April 15, Don’t Fall for the Right’s Favorite Lie About Taxes	0
Louisiana Businesses Owed $785 Million in Unpaid State Taxes Last Year	0
The Media Is Missing the Real Story of Trump’s Racism	0
Search expands for Monrovia woman whose boyfriend allegedly rapped about killing her	0
Premier League transfer news: Bernardo, Alderweireld, Ozil, De Gea, De Ligt, Pogba	0
Panic Over War With Iran Is An Info Operation To Preserve The Iran Deal	0
Donald Trump’s impeachment turns crucial corner	0
Openly gay Democratic presidential candidate wants to 'broker that peace deal' with Chick-fil-A	0
Insane video shows Viking Sky cruise ship thrown into chaos at sea	0
AMD's stock extends slide, tumbles 9.8% after Q2 results	0
A Man has Been Charged with the Murder of Melbourne Woman Courtney Herron	0
Acting Defense chief Shanahan vows U.S. will no longer 'tiptoe' around China	0
Trump Signs Executive Order Placing ‘Hard-Hitting’ Sanctions On Iran	0
Forty-five rattlesnakes found under Texas house	0
Celebrations as Puerto Rico Governor Rosselló resigns	0
US Ambassador Gives Health Update On Journalist Attacked By Antifa, Demands Justice Dept. Investigate	0
Germany Has a Neo-Nazi Terrorism Epidemic	0
Alan Dershowitz pens panicky op-ed in anticipation of a New Yorker ‘hit piece’ about him and underage girls	0
Woman charged with conspiring to gang-rape kidnapped woman	0
The Reporter Who Wrote About Layoffs at the Cleveland Plain Dealer After He Was Laid Off	0
Remember the South: Devastating Cyclone Idai Another Example of Global South Paying for Polluters	0
The Detroit Trump diss track: Debating Democrats blister the president	0
The Ice Bucket Challenge and the promise — and the pitfalls — of viral charity	0
Chinese billionaire faces charges in $1.8-billion scheme to smuggle aluminum through L.A.	0
Opioid Users Call Kratom a Godsend. The F.D.A. Says It’s a Menace.	0
Mexican Government Official Says MS-13 Infiltrated Caravans Headed For US: Reports	0
Sri Lanka bombings: 'I invited the bomber into the church'	0
‘Top Gun’ Memoir Warns American Military Air Superiority Is In Danger	0
Teens are spending more on video games than ever before, and it's at least partially thanks to 'Fortnite'	0
Joy turns to fear in Sudan as army takes control after ousting President	0
S. Korea proposes UN probe over Japanese sanctions claims	0
Virginia Prisons Putting Up Obstacles to Ramadan Observance	0
Shocking image from Syria shows girl, 5, clinging to sister's T-shirt at bombed building	0
Trump can’t even get the Russia thing right anymore	0
Trump colluded with Russia and obstructed justice. Right wing won't care—but independents just might	0
YouTube faces federal investigation for allegedly violating children’s privacy	0
Dutch Police Arrest Suspected Gunman In Utrecht Shooting That Left 3 Dead	0
Trump Asked If U.S. Is Going To War With Iran. Here's His Response.	0
Scott Warren of No More Deaths Faces Retrial for Providing Humanitarian Aid to Migrants in Arizona	0
America’s Farmers, Reeling From Floods, Face a New Problem: No Water	0
Midday open thread: Iranian prez hints at a seized ship swap; schools for Native children crumbling	0
The U.S. put nuclear waste under a dome on a Pacific island. Now it’s cracking open.	0
Trump’s Tariffs Are a New Tax on Americans	0
Fire Breaks Out at Japanese Animation Studio, with 10 Presumed Dead	0
Mexico’s Equivalent Of Speaker Of The House Knocks Trump, Says Mexico Can’t Stop Migrant Flow	0
Alabama Prosecutors Dismiss Charge Against Woman Indicted In Death Of Her Own Fetus	0
Democrats Want to Change the Rules of the Game	0
Holder On the Electoral College: ‘It’s a Defect In Our Democracy’	0
The State That Liberal Dreams Are Made Of	0
Netflix Claps Back at Brie Larson Troll Who Criticized Her Directorial Debut and You Might Need a Minute	0
Poll: Immigration ‘Most Important Problem’ Facing US	0
Facebook’s cryptocurrency hopes hit a wall in Washington	0
THREAD==> Byron York explains how Robert Mueller ‘exposed fatal flaw of Trump-Russia affair’	0
Ex-Obama Border Patrol Chief: Immigration Crisis Is Worst 'in the History of the Country'	0
Iraq Combat Veteran: Pardon of War Criminals Sends Disturbing Message to U.S. Military	0
Slate Money: The Not So Frandly Edition	0
Geraint Thomas taken to hospital after heavy crash at Tour de Suisse	0
AOC sued for blocking people on Twitter	0
Revisiting Quentin Tarantino’s ‘Inglourious Basterds’ in the Trump era	0
Deutsche Bank axe hovers over 1,000 clients	0
Justice Thomas Issues Fiery Condemnation of Eugenic Abortion	0
Japanese American internment camp survivors hold protest outside migrant family jail	0
Iran Says It Has Broken Stockpile Limit Set By Nuclear Deal	0
Biden Under Fire For His Nostalgia For Segregationist Senators	0
9 Apocalyptic Lies Fed To Americans About The Republican Tax Bill	0
Democratic congressman believes 'the greatest threat to the Second Amendment is to do nothing'	0
Laura Ingraham Is Upset Paul Nehlen Is Censored On Social Media. Here's Who He Is	0
Extinction Rebellion climate change protests cost police at least £7m	0
UN Human Rights Chief Condemns Saudi Arabia’s Execution Of 37, Expresses Concern Over ‘Sham Trials’	0
Trump’s Global Gag Rule Is Killing Women, Report Says	0
Boko Haram: A decade of terror explained	0
London to be ‘as hot as Barcelona’ by 2050	0
Prisoners Tell Us How Tommy Robinson Will Actually Be Treated in Jail	0
Elton John Blasts Brexit: 'I Am a European – Not a Stupid, Imperialist English Idiot'	0
Trump says China's Xi isn't moving fast enough on trade deal	0
Coles faces FURIOUS backlash over its latest collectables promotion	0
Houston ‘Drag Queen Storytime’ Shuts Down After Participant Outed As Child Sex Offender	0
Lucy Flores Discusses Her Allegations Against Joe Biden	0
Appeals over Russia holiday camp deaths	0
Trump blames everything but his own words for hate in America	0
Trump calls secretary of state he hired ‘dumb as a rock’ after criticism	0
Poll: John Bel Edwards Vulnerable in Louisiana	0
Colorado Teachers’ Union Protest Against DeVos Turns Vulgar	0
NC GOP Candidate Likened Repealing LGBTQ Protections To Rescuing Jews During WWII	0
Trump Says Political Correctness Caused Kentucky Derby Upset	0
Concert Pharmaceuticals stock plunges 17% after disappointing patent ruling	0
You Can’t Tax the Rich Without the IRS	0
Newsletter: Less than a week after Gilroy, two more mass shootings stun the nation	0
Yes, My Fellow Soldiers Died in Vain	0
4 bodies discovered in North Dakota office building	0
Homeland Security shuttered a domestic terror intelligence unit despite rising threats	0
With his North Korea trip, Trump revealed the US government is a one-man operation	0
Trump Campaign Ads Use Stock Image Models To Portray Trump Supporters	0
An Australian Toddler Reportedly Stuck A Used Condom Found At McDonald’s In Her Mouth	0
The New York Times Is Out to Make Its Obituaries Less White and Less Male	0
A Federal Civil Rights Office Wants to Limit Access to Emotional-Support Animals That Can Help With Depression	0
Venezuelan President Nicolás Maduro’s Enemies Took Their Best Shot. They Missed.	0
Benjamin Netanyahu Plans to Honor Donald Trump By Putting His Name on Something Awful	0
The Labour Party’s Role in the Brexit Crisis	0
Tanden’s CAP Takes Facebook Money Despite Personal Criticism	0
‘The president is endangering her life’: Trump promotes Islamophobic attack against Ilhan Omar	0
North Korean official calls John Bolton ‘dim-sighted’	0
CA Housing Bill That Would Eliminate Most Single-Family Only Zoning On Hold Until 2020	0
Trump Purges DHS Leadership, Threatening to Make Immigration Policies Even More Draconian	0
Hong Kong clashes: BBC reporter 'hit in the face'	0
U.S. psychoanalysts apologize for labeling homosexuality an illness	0
U.S. Women's Soccer Team Wins World Cup, Criticizing Pay Discrimination and President Trump	0
Young Australians Talk Climate Change, Immigration, Indigenous Affairs and More	0
Prison Riot Leaves 57 Dead in Northern Brazil	0
Near the Comite, people who flooded in 2016 anxious about Hurricane Barry river forecasts	0
Some Democratic Candidates Point Finger at Trump for Shootings, Mulvaney Says “Not Fair”	0
A Portrait of Poverty and Desperation	0
Let’s All Witness Maisie Williams Silencing a Troll Who Doubts the Power of Arya Stark	0
Hunt for tradie who leaned out the window of a moving ute and tried to slap a cyclist on the head	0
WikiLeaks source Manning could be jailed again soon if she disobeys U.S. grand jury	0
Dow plunges by 700 points as China trade retaliation pummels Wall Street	0
‘They would get killed’: The weather forecast that saved Apollo 11	0
The Republicans Are Dead to Planet Earth	0
Manila’s Abortion Ban Is Killing Women	0
El Paso Has Exposed the Ugly Reality of the “Immigration Debate”	0
Democrats Blast Biden For Recalling 'Civil' Relationship With Segregationists	0
Climate Change and the New Age of Extinction	0
Bernie Sanders’s reparations comments cause rift over DSA endorsement	0
There Is Nothing Strategic About Trump’s Racism	0
Joy Behar blames President Trump for deadly synagogue attack: 'You are the culprit'	0
Dem. Rep. Slams Chase Bank Tweet that Discouraged Wasteful Spending	0
The real reason NRA leaders are suddenly eating each other alive	0
Escalating US-China trade war sends stocks plunging	0
Two Indiana Police Officers Face Federal Charges in Videotaped Beating of Handcuffed Man	0
Athletes With High Testosterone Can Be Barred From Women’s Sports	0
People Are Wearing Data Charts to Visualise the Climate Crisis	0
Nipsey Hussle’s Devastated Bodyguard J-Roc Quits Security Business	0
6 People Shot, 1 Fatally, At Graduation Party In Philadelphia	0
Missouri’s Last Abortion Clinic Faces Closure. OB-GYNs Are Fighting Back.	0
Couple Dies Of Bubonic Plague After Eating Raw Marmot Meat	0
Donald Trump throws a tantrum after he gets caught cheating	0
Daughter-in-law of opera singer Plácido Domingo reveals Scientology celeb secrets	0
McConnell stumped after reporter asks if it’s OK to tell his immigrant wife to ‘go back to your country’	0
The Obscene Difficulty of Depriving a Troubled White Man of a Gun	0
Polish nationalists protest US over Holocaust claims	0
FedEx Sues U.S. Commerce Department Over Export Controls In Huawei Dispute	0
Markets Plunge as Trump Escalates China Trade War	0
Jeffrey Epstein engaged in ‘improper sexual contact’ while doing time in Florida: lawyer	0
“Ulysses” Truthers Are the Latest Threat to Corbyn	0
Newlove says crime victims and their families must be told the real sentences criminals will serve	0
NBA coach Walton accused of sexual assault	0
White Nationalism Is an International Threat	0
Biden Swing State Speech: Trump An ‘Existential Threat’ To America	0
Climate scientists partner with McKinsey to push companies to self-regulate	0
'The Farewell' Makes the Asian American Immigrant Experience Feel Universal	0
The use of banned drugs is rife in sport	0
Frightening Drug-Resistant Infection Cropping Up Around The World	0
Migrant woman killed in fall from train in Mexico	0
Obscure makers of generic drugs played central role in opioid crisis, records show	0
Bitcoin bulls may have to wait 22 years for the cryptocurrency to return to all-time highs	0
A Pregnant Woman in Alabama Was Shot in the Stomach and Miscarried. Now, Alabama Cops Are Charging Her With Manslaughter.	0
Tiananmen's tank man: The image that China forgot	0
Trump's Detention of Children Is a National Disgrace	0
Hillary Clinton Says Election Was ‘Stolen’ From Her	0
Record Number Of AFRICAN Migrants Are Now Showing Up At The U.S.-Mexico Border	0
The CBO Report On Single Payer Isn’t The One We Deserve To See	0
Oprah Always Travels With Avocados Grown From Her Own Orchard Because ‘It’s Ridiculous to Pay for Avocados’	0
Drums of looming Iran war resound in Congress	0
Former Atlanta Braves manager Bobby Cox suffers possible stroke: reports	0
The 30 most popular products from last year's Amazon Prime Day — including the ones that surprised us	0
George Will: Trump Has as Much to Do with Conservatism as Doris Day	0
Rubio says progressive Democrats are 'fully' American but 'political bullies'	0
Pelosi hits Trump over use of 9/11 images to criticize Muslim lawmaker	0
3 Killed as Cliff Collapses on Popular California Beach	0
Woman who says Trump sexually assaulted her gives bizarre reason why she won't pursue rape charges	0
Mount Everest Cleaning Crew Finds 4 Bodies Amid 12 Tons Of Trash	0
What's at stake in the EU elections	0
Deputy charged with assaulting his 73-year-old mother has faced prior allegations of violence, records show	0
DHS Whistleblower Who Spoke Out Against Obama-Era Immigration Jails Condemns Conditions on Border	0
Trump’s latest China tariff threat is just bluster	0
Trump 2020 Comms Staffer Ran Blog That Called Muslims ‘Murderous Thugs’	0
Trump Doesn't Know a Thing About Baltimore	0
Bill Cosby settles defamation lawsuits with seven female accusers	0
Donald Trump state visit: What happened on day one	0
Episcopal alum possibly among Ole Miss students posing with guns at sign honoring Emmett Till	0
Liz Warren is stunned when a voter confronts her for claiming Native American heritage	0
GOP Rep. writes 407-word Fox News op-ed defending McCain — doesn’t mention Trump once	0
57 Dead In Series Of Brazil Prison Riots. More Than 40 Reportedly Showed Signs Of Asphyxiation	0
House Panel Threatening Subpoenas Over Census Question	0
Scientology Church's Cruise Ship Quarantined In St. Lucia Over Confirmed Measles Case	0
“Hate Has No Place in Our Country” – President Trump Speaks Following Shootings: “These are People Who are Seriously Mentally Ill”	0
Gabbard: Harris Leveled ‘False Accusation’ of Racism at Biden	0
India’s oldest e-commerce firm’s IPO is a rare way out for investors	0
Democrats renew attacks on Trump attorney general	0
The Drug War's Hidden Foster Care Crisis	0
Detention centres 'will shock the conscience of this country'	0
US Investigated The President Of Honduras For Drug-Trafficking, Documents Show	0
The Books Briefing: The Dangerous, Enchanting Sea	0
GOP chairman eyes former Bush official for new CBO director	0
‘Disrespectful.’ Sophie Turner Addresses Those Game of Thrones Remake Petitions	0
One Cardiac Arrest. Four 911 Callers. And a Tragic Outcome.	0
The Michael Cohen criminal case is about to get very ugly for everyone involved	0
Conservatives Should Not Celebrate Religious Tyranny and Coercion	0
Attorney General Bill Barr is now in possession of the Mueller report — and could send parts of it to Congress this weekend	0
Nearly half of GPs have taken early retirement or slashed their hours over pensions row	0
15 Questions Robert Mueller Must Answer	0
California just thought up another green tax; Wait staff hardest hit	0
Rosie O'Donnell makes bizarre 'concentration camps' comment, says facilities meet the definition	0
Dems ask whether DOJ memo prevented prosecuting Trump for hush payments	0
Prostitution Should Stay Illegal Because Consent Is A Garbage Minimum Standard For Goodness	0
The Perfect Candidate Who's Totally Ill-Suited to the Times	0
Trump Appears Headed for Defeat in Effort to Block Congress From Subpoenaing Financial Records	0
Judicial Watch Sues For Documents Potentially Showing FBI Ignored Evidence That Chinese Hacked Hillary Clinton’s Private Server	0
"Trump Admin Moves 100 Migrant Kids Back to ""Child Jail"" Despite Concern over Inhumane Conditions"	0
Simona stuns Serena at Wimbledon: game, set and ‘best match’ for Halep	0
Donald Trump campaign’s latest unofficial surrogate is an alleged murderer	0
Robotic Hacks: CNNers Sound Awfully Similar Bashing Trump’s ‘Politics of Hate’ on Baltimore	0
The Debt Neocons Owe to the Atheist Left	0
California seizes $30 million in black market cannabis from illegal pot shops	0
The GOP feud between Donald Trump and Roy Moore gets even uglier	0
Airline Goes Bankrupt, Leaves Thousands Stranded Across Europe	0
Planned Parenthood Takes Donations Specifically To Abort Black Babies	0
Student who told teacher there are only 'two genders' now facing harsh punishment from school, report says	0
I regret to inform you that Trump’s lawyers are right about a crucial civil rights case	0
'What a lie that is!' Trump rails against report he's built no new border wall	0
Sunday shows - Immigration raids dominate	0
Man Freaks Out in Bagel Shop Because Women on Dating Sites Don’t Like Short Guys	0
Kellyanne Conway Slams Obama, Hillary: 'No Confusion' on Victims	0
U.S. blames Iran for tanker attacks in Gulf of Oman, oil prices rise	0
